"小選挙区","都道府県名","市区町村名","選挙区","政党名","候補者名","得票数"
"山形県第２区","山形県","尾花沢市","第２区","自由民主党","すずき　のりかず","4823"
"山形県第２区","山形県","南陽市","第２区","自由民主党","すずき　のりかず","9067"
"山形県第２区","山形県","河北町","第２区","自由民主党","すずき　のりかず","5649"
"山形県第２区","山形県","西川町","第２区","自由民主党","すずき　のりかず","2029"
"山形県第２区","山形県","朝日町","第２区","自由民主党","すずき　のりかず","2413"
"山形県第２区","山形県","大江町","第２区","自由民主党","すずき　のりかず","2303"
"山形県第２区","山形県","大石田町","第２区","自由民主党","すずき　のりかず","1823"
"山形県第２区","山形県","高畠町","第２区","自由民主党","すずき　のりかず","6637"
"山形県第２区","山形県","川西町","第２区","自由民主党","すずき　のりかず","4339"
"山形県第２区","山形県","小国町","第２区","自由民主党","すずき　のりかず","2088"
"山形県第２区","山形県","白鷹町","第２区","自由民主党","すずき　のりかず","4180"
"山形県第２区","山形県","飯豊町","第２区","自由民主党","すずき　のりかず","2800"
"山形県第２区","山形県","米沢市","第２区","日本共産党","岩本　こうじ","2695"
"山形県第２区","山形県","寒河江市","第２区","日本共産党","岩本　こうじ","866"
"山形県第２区","山形県","村山市","第２区","日本共産党","岩本　こうじ","321"
"山形県第２区","山形県","長井市","第２区","日本共産党","岩本　こうじ","553"
"山形県第２区","山形県","東根市","第２区","日本共産党","岩本　こうじ","818"
"山形県第２区","山形県","尾花沢市","第２区","日本共産党","岩本　こうじ","258"
"山形県第２区","山形県","南陽市","第２区","日本共産党","岩本　こうじ","796"
"山形県第２区","山形県","河北町","第２区","日本共産党","岩本　こうじ","373"
"山形県第２区","山形県","西川町","第２区","日本共産党","岩本　こうじ","110"
"山形県第２区","山形県","朝日町","第２区","日本共産党","岩本　こうじ","101"
"山形県第２区","山形県","大江町","第２区","日本共産党","岩本　こうじ","136"
"山形県第２区","山形県","大石田町","第２区","日本共産党","岩本　こうじ","75"
"山形県第２区","山形県","高畠町","第２区","日本共産党","岩本　こうじ","517"
"山形県第２区","山形県","川西町","第２区","日本共産党","岩本　こうじ","311"
"山形県第２区","山形県","小国町","第２区","日本共産党","岩本　こうじ","128"
"山形県第２区","山形県","白鷹町","第２区","日本共産党","岩本　こうじ","321"
"山形県第２区","山形県","飯豊町","第２区","日本共産党","岩本　こうじ","117"
"山形県第２区","山形県","米沢市","第２区","れいわ新選組","にとうべ　とうま","3232"
"山形県第２区","山形県","寒河江市","第２区","れいわ新選組","にとうべ　とうま","1869"
"山形県第２区","山形県","村山市","第２区","れいわ新選組","にとうべ　とうま","627"
"山形県第２区","山形県","長井市","第２区","れいわ新選組","にとうべ　とうま","1035"
"山形県第２区","山形県","東根市","第２区","れいわ新選組","にとうべ　とうま","2429"
"山形県第２区","山形県","尾花沢市","第２区","れいわ新選組","にとうべ　とうま","733"
"山形県第２区","山形県","南陽市","第２区","れいわ新選組","にとうべ　とうま","1216"
"山形県第２区","山形県","河北町","第２区","れいわ新選組","にとうべ　とうま","688"
"山形県第２区","山形県","西川町","第２区","れいわ新選組","にとうべ　とうま","138"
"山形県第２区","山形県","朝日町","第２区","れいわ新選組","にとうべ　とうま","170"
"山形県第２区","山形県","大江町","第２区","れいわ新選組","にとうべ　とうま","278"
"山形県第２区","山形県","大石田町","第２区","れいわ新選組","にとうべ　とうま","1038"
"山形県第２区","山形県","高畠町","第２区","れいわ新選組","にとうべ　とうま","909"
"山形県第２区","山形県","川西町","第２区","れいわ新選組","にとうべ　とうま","489"
"山形県第２区","山形県","小国町","第２区","れいわ新選組","にとうべ　とうま","250"
"山形県第２区","山形県","白鷹町","第２区","れいわ新選組","にとうべ　とうま","438"
"山形県第２区","山形県","飯豊町","第２区","れいわ新選組","にとうべ　とうま","272"
"山形県第２区","山形県","米沢市","第２区","国民民主党","きくち　大二郎","11401"
"山形県第２区","山形県","寒河江市","第２区","国民民主党","きくち　大二郎","5958"
"山形県第２区","山形県","村山市","第２区","国民民主党","きくち　大二郎","5531"
"山形県第２区","山形県","長井市","第２区","国民民主党","きくち　大二郎","3892"
"山形県第２区","山形県","東根市","第２区","国民民主党","きくち　大二郎","6588"
"山形県第２区","山形県","尾花沢市","第２区","国民民主党","きくち　大二郎","2411"
"山形県第２区","山形県","南陽市","第２区","国民民主党","きくち　大二郎","3873"
"山形県第２区","山形県","河北町","第２区","国民民主党","きくち　大二郎","2801"
"山形県第２区","山形県","西川町","第２区","国民民主党","きくち　大二郎","820"
"山形県第２区","山形県","朝日町","第２区","国民民主党","きくち　大二郎","921"
"山形県第２区","山形県","大江町","第２区","国民民主党","きくち　大二郎","1519"
"山形県第２区","山形県","大石田町","第２区","国民民主党","きくち　大二郎","799"
"山形県第２区","山形県","高畠町","第２区","国民民主党","きくち　大二郎","2893"
"山形県第２区","山形県","川西町","第２区","国民民主党","きくち　大二郎","2048"
"山形県第２区","山形県","小国町","第２区","国民民主党","きくち　大二郎","1436"
"山形県第２区","山形県","白鷹町","第２区","国民民主党","きくち　大二郎","2257"
"山形県第２区","山形県","飯豊町","第２区","国民民主党","きくち　大二郎","1211"
"山形県第３区","山形県","鶴岡市","第３区","立憲民主党","石黒　さとる","17354"
"山形県第３区","山形県","酒田市","第３区","立憲民主党","石黒　さとる","25178"
"山形県第３区","山形県","新庄市","第３区","立憲民主党","石黒　さとる","5914"
"山形県第３区","山形県","金山町","第３区","立憲民主党","石黒　さとる","785"
"山形県第３区","山形県","最上町","第３区","立憲民主党","石黒　さとる","1242"
"山形県第３区","山形県","舟形町","第３区","立憲民主党","石黒　さとる","755"
"山形県第３区","山形県","真室川町","第３区","立憲民主党","石黒　さとる","1200"
"山形県第３区","山形県","大蔵村","第３区","立憲民主党","石黒　さとる","479"
"山形県第３区","山形県","鮭川村","第３区","立憲民主党","石黒　さとる","703"
"山形県第３区","山形県","戸沢村","第３区","立憲民主党","石黒　さとる","639"
"山形県第３区","山形県","三川町","第３区","立憲民主党","石黒　さとる","1304"
"山形県第３区","山形県","庄内町","第３区","立憲民主党","石黒　さとる","4305"
"山形県第３区","山形県","遊佐町","第３区","立憲民主党","石黒　さとる","3244"
"山形県第３区","山形県","鶴岡市","第３区","日本共産党","山田　まもる","5318"
"山形県第３区","山形県","酒田市","第３区","日本共産党","山田　まもる","2241"
"山形県第３区","山形県","新庄市","第３区","日本共産党","山田　まもる","948"
"山形県第３区","山形県","金山町","第３区","日本共産党","山田　まもる","90"
"山形県第３区","山形県","最上町","第３区","日本共産党","山田　まもる","184"
"山形県第３区","山形県","舟形町","第３区","日本共産党","山田　まもる","97"
"山形県第３区","山形県","真室川町","第３区","日本共産党","山田　まもる","142"
"山形県第３区","山形県","大蔵村","第３区","日本共産党","山田　まもる","82"
"山形県第３区","山形県","鮭川村","第３区","日本共産党","山田　まもる","62"
"山形県第３区","山形県","戸沢村","第３区","日本共産党","山田　まもる","89"
"山形県第３区","山形県","三川町","第３区","日本共産党","山田　まもる","290"
"山形県第３区","山形県","庄内町","第３区","日本共産党","山田　まもる","540"
"山形県第３区","山形県","遊佐町","第３区","日本共産党","山田　まもる","289"
"山形県第３区","山形県","鶴岡市","第３区","自由民主党","かとう　鮎子","38853"
"山形県第３区","山形県","酒田市","第３区","自由民主党","かとう　鮎子","19593"
"山形県第３区","山形県","新庄市","第３区","自由民主党","かとう　鮎子","9823"
"山形県第３区","山形県","金山町","第３区","自由民主党","かとう　鮎子","2217"
"山形県第３区","山形県","最上町","第３区","自由民主党","かとう　鮎子","3136"
"山形県第３区","山形県","舟形町","第３区","自由民主党","かとう　鮎子","2047"
"山形県第３区","山形県","真室川町","第３区","自由民主党","かとう　鮎子","2666"
"山形県第３区","山形県","大蔵村","第３区","自由民主党","かとう　鮎子","1258"
"山形県第３区","山形県","鮭川村","第３区","自由民主党","かとう　鮎子","1487"
"山形県第３区","山形県","戸沢村","第３区","自由民主党","かとう　鮎子","1700"
"山形県第３区","山形県","三川町","第３区","自由民主党","かとう　鮎子","2118"
"山形県第３区","山形県","庄内町","第３区","自由民主党","かとう　鮎子","5597"
"山形県第３区","山形県","遊佐町","第３区","自由民主党","かとう　鮎子","3414"
"福島県第１区","福島県","福島市","第１区","自由民主党","亀岡　よしたみ","48820"
"福島県第１区","福島県","二本松市","第１区","自由民主党","亀岡　よしたみ","10886"
"福島県第１区","福島県","伊達市","第１区","自由民主党","亀岡　よしたみ","10170"
"福島県第１区","福島県","本宮市","第１区","自由民主党","亀岡　よしたみ","5279"
"福島県第１区","福島県","桑折町","第１区","自由民主党","亀岡　よしたみ","2915"
"福島県第１区","福島県","国見町","第１区","自由民主党","亀岡　よしたみ","2009"
"福島県第１区","福島県","川俣町","第１区","自由民主党","亀岡　よしたみ","2652"
"福島県第１区","福島県","大玉村","第１区","自由民主党","亀岡　よしたみ","1620"
"福島県第１区","福島県","福島市","第１区","立憲民主党","かねこ　恵美","72944"
"福島県第１区","福島県","二本松市","第１区","立憲民主党","かねこ　恵美","14250"
"福島県第１区","福島県","伊達市","第１区","立憲民主党","かねこ　恵美","18057"
"福島県第１区","福島県","本宮市","第１区","立憲民主党","かねこ　恵美","7681"
"福島県第１区","福島県","桑折町","第１区","立憲民主党","かねこ　恵美","2926"
"福島県第１区","福島県","国見町","第１区","立憲民主党","かねこ　恵美","2663"
"福島県第１区","福島県","川俣町","第１区","立憲民主党","かねこ　恵美","3549"
"福島県第１区","福島県","大玉村","第１区","立憲民主党","かねこ　恵美","2371"
"福島県第２区","福島県","郡山市","第２区","日本共産党","丸本　ゆみこ","7556"
"福島県第２区","福島県","須賀川市","第２区","日本共産党","丸本　ゆみこ","2857"
"福島県第２区","福島県","田村市","第２区","日本共産党","丸本　ゆみこ","478"
"福島県第２区","福島県","鏡石町","第２区","日本共産党","丸本　ゆみこ","321"
"福島県第２区","福島県","天栄村","第２区","日本共産党","丸本　ゆみこ","146"
"福島県第２区","福島県","石川町","第２区","日本共産党","丸本　ゆみこ","225"
"福島県第２区","福島県","玉川村","第２区","日本共産党","丸本　ゆみこ","105"
"福島県第２区","福島県","平田村","第２区","日本共産党","丸本　ゆみこ","128"
"福島県第２区","福島県","浅川町","第２区","日本共産党","丸本　ゆみこ","179"
"福島県第２区","福島県","古殿町","第２区","日本共産党","丸本　ゆみこ","120"
"福島県第２区","福島県","三春町","第２区","日本共産党","丸本　ゆみこ","304"
"福島県第２区","福島県","小野町","第２区","日本共産党","丸本　ゆみこ","175"
"福島県第２区","福島県","郡山市","第２区","立憲民主党","げんば　光一郎","69784"
"福島県第２区","福島県","須賀川市","第２区","立憲民主党","げんば　光一郎","18789"
"福島県第２区","福島県","田村市","第２区","立憲民主党","げんば　光一郎","11373"
"福島県第２区","福島県","鏡石町","第２区","立憲民主党","げんば　光一郎","3254"
"福島県第２区","福島県","天栄村","第２区","立憲民主党","げんば　光一郎","1690"
"福島県第２区","福島県","石川町","第２区","立憲民主党","げんば　光一郎","3684"
"福島県第２区","福島県","玉川村","第２区","立憲民主党","げんば　光一郎","1830"
"福島県第２区","福島県","平田村","第２区","立憲民主党","げんば　光一郎","1701"
"福島県第２区","福島県","浅川町","第２区","立憲民主党","げんば　光一郎","1487"
"福島県第２区","福島県","古殿町","第２区","立憲民主党","げんば　光一郎","1435"
"福島県第２区","福島県","三春町","第２区","立憲民主党","げんば　光一郎","5402"
"福島県第２区","福島県","小野町","第２区","立憲民主党","げんば　光一郎","2827"
"福島県第２区","福島県","郡山市","第２区","自由民主党","根本　拓","56774"
"福島県第２区","福島県","須賀川市","第２区","自由民主党","根本　拓","11683"
"福島県第２区","福島県","田村市","第２区","自由民主党","根本　拓","6601"
"福島県第２区","福島県","鏡石町","第２区","自由民主党","根本　拓","2227"
"福島県第２区","福島県","天栄村","第２区","自由民主党","根本　拓","1305"
"福島県第２区","福島県","石川町","第２区","自由民主党","根本　拓","3512"
"福島県第２区","福島県","玉川村","第２区","自由民主党","根本　拓","1420"
"福島県第２区","福島県","平田村","第２区","自由民主党","根本　拓","1309"
"福島県第２区","福島県","浅川町","第２区","自由民主党","根本　拓","1646"
"福島県第２区","福島県","古殿町","第２区","自由民主党","根本　拓","1188"
"福島県第２区","福島県","三春町","第２区","自由民主党","根本　拓","2802"
"福島県第２区","福島県","小野町","第２区","自由民主党","根本　拓","2149"
"福島県第３区","福島県","会津若松市","第３区","立憲民主党","おぐま　慎司","29005"
"福島県第３区","福島県","白河市","第３区","立憲民主党","おぐま　慎司","9582"
"福島県第３区","福島県","喜多方市","第３区","立憲民主党","おぐま　慎司","12456"
"福島県第３区","福島県","下郷町","第３区","立憲民主党","おぐま　慎司","1920"
"福島県第３区","福島県","檜枝岐村","第３区","立憲民主党","おぐま　慎司","245"
"福島県第３区","福島県","只見町","第３区","立憲民主党","おぐま　慎司","1556"
"福島県第３区","福島県","南会津町","第３区","立憲民主党","おぐま　慎司","5462"
"福島県第３区","福島県","北塩原村","第３区","立憲民主党","おぐま　慎司","935"
"福島県第３区","福島県","西会津町","第３区","立憲民主党","おぐま　慎司","2116"
"福島県第３区","福島県","磐梯町","第３区","立憲民主党","おぐま　慎司","1028"
"福島県第３区","福島県","猪苗代町","第３区","立憲民主党","おぐま　慎司","4099"
"福島県第３区","福島県","会津坂下町","第３区","立憲民主党","おぐま　慎司","4540"
"福島県第３区","福島県","湯川村","第３区","立憲民主党","おぐま　慎司","1072"
"福島県第３区","福島県","柳津町","第３区","立憲民主党","おぐま　慎司","1109"
"福島県第３区","福島県","三島町","第３区","立憲民主党","おぐま　慎司","599"
"福島県第３区","福島県","金山町","第３区","立憲民主党","おぐま　慎司","759"
"福島県第３区","福島県","昭和村","第３区","立憲民主党","おぐま　慎司","404"
"福島県第３区","福島県","会津美里町","第３区","立憲民主党","おぐま　慎司","5539"
"福島県第３区","福島県","西郷村","第３区","立憲民主党","おぐま　慎司","4001"
"福島県第３区","福島県","泉崎村","第３区","立憲民主党","おぐま　慎司","1111"
"福島県第３区","福島県","中島村","第３区","立憲民主党","おぐま　慎司","831"
"福島県第３区","福島県","矢吹町","第３区","立憲民主党","おぐま　慎司","2976"
"福島県第３区","福島県","棚倉町","第３区","立憲民主党","おぐま　慎司","2132"
"福島県第３区","福島県","矢祭町","第３区","立憲民主党","おぐま　慎司","1212"
"福島県第３区","福島県","塙町","第３区","立憲民主党","おぐま　慎司","1513"
"福島県第３区","福島県","鮫川村","第３区","立憲民主党","おぐま　慎司","612"
"福島県第３区","福島県","会津若松市","第３区","日本共産党","唐橋　のりお","3500"
"福島県第３区","福島県","白河市","第３区","日本共産党","唐橋　のりお","1475"
"福島県第３区","福島県","喜多方市","第３区","日本共産党","唐橋　のりお","2091"
"福島県第３区","福島県","下郷町","第３区","日本共産党","唐橋　のりお","107"
"福島県第３区","福島県","檜枝岐村","第３区","日本共産党","唐橋　のりお","4"
"福島県第３区","福島県","只見町","第３区","日本共産党","唐橋　のりお","144"
"福島県第３区","福島県","南会津町","第３区","日本共産党","唐橋　のりお","390"
"福島県第３区","福島県","北塩原村","第３区","日本共産党","唐橋　のりお","85"
"福島県第３区","福島県","西会津町","第３区","日本共産党","唐橋　のりお","173"
"福島県第３区","福島県","磐梯町","第３区","日本共産党","唐橋　のりお","157"
"福島県第３区","福島県","猪苗代町","第３区","日本共産党","唐橋　のりお","424"
"福島県第３区","福島県","会津坂下町","第３区","日本共産党","唐橋　のりお","464"
"福島県第３区","福島県","湯川村","第３区","日本共産党","唐橋　のりお","106"
"福島県第３区","福島県","柳津町","第３区","日本共産党","唐橋　のりお","59"
"福島県第３区","福島県","三島町","第３区","日本共産党","唐橋　のりお","46"
"福島県第３区","福島県","金山町","第３区","日本共産党","唐橋　のりお","55"
"福島県第３区","福島県","昭和村","第３区","日本共産党","唐橋　のりお","64"
"福島県第３区","福島県","会津美里町","第３区","日本共産党","唐橋　のりお","524"
"福島県第３区","福島県","西郷村","第３区","日本共産党","唐橋　のりお","506"
"福島県第３区","福島県","泉崎村","第３区","日本共産党","唐橋　のりお","173"
"福島県第３区","福島県","中島村","第３区","日本共産党","唐橋　のりお","81"
"福島県第３区","福島県","矢吹町","第３区","日本共産党","唐橋　のりお","431"
"福島県第３区","福島県","棚倉町","第３区","日本共産党","唐橋　のりお","278"
"福島県第３区","福島県","矢祭町","第３区","日本共産党","唐橋　のりお","150"
"福島県第３区","福島県","塙町","第３区","日本共産党","唐橋　のりお","163"
"福島県第３区","福島県","鮫川村","第３区","日本共産党","唐橋　のりお","65"
"福島県第３区","福島県","会津若松市","第３区",NA,"上杉　けんたろう","13712"
"福島県第３区","福島県","白河市","第３区",NA,"上杉　けんたろう","14344"
"福島県第３区","福島県","喜多方市","第３区",NA,"上杉　けんたろう"," 5960"
"福島県第３区","福島県","下郷町","第３区",NA,"上杉　けんたろう"," 1012"
"福島県第３区","福島県","檜枝岐村","第３区",NA,"上杉　けんたろう","   89"
"福島県第３区","福島県","只見町","第３区",NA,"上杉　けんたろう","  799"
"福島県第３区","福島県","南会津町","第３区",NA,"上杉　けんたろう"," 2649"
"福島県第３区","福島県","北塩原村","第３区",NA,"上杉　けんたろう","  386"
"福島県第３区","福島県","西会津町","第３区",NA,"上杉　けんたろう"," 1043"
"福島県第３区","福島県","磐梯町","第３区",NA,"上杉　けんたろう","  522"
"福島県第３区","福島県","猪苗代町","第３区",NA,"上杉　けんたろう"," 1829"
"福島県第３区","福島県","会津坂下町","第３区",NA,"上杉　けんたろう"," 2050"
"福島県第３区","福島県","湯川村","第３区",NA,"上杉　けんたろう","  416"
"福島県第３区","福島県","柳津町","第３区",NA,"上杉　けんたろう","  568"
"福島県第３区","福島県","三島町","第３区",NA,"上杉　けんたろう","  306"
"福島県第３区","福島県","金山町","第３区",NA,"上杉　けんたろう","  407"
"福島県第３区","福島県","昭和村","第３区",NA,"上杉　けんたろう","  265"
"福島県第３区","福島県","会津美里町","第３区",NA,"上杉　けんたろう"," 3121"
"福島県第３区","福島県","西郷村","第３区",NA,"上杉　けんたろう"," 3402"
"福島県第３区","福島県","泉崎村","第３区",NA,"上杉　けんたろう"," 1527"
"福島県第３区","福島県","中島村","第３区",NA,"上杉　けんたろう"," 1240"
"福島県第３区","福島県","矢吹町","第３区",NA,"上杉　けんたろう"," 3951"
"福島県第３区","福島県","棚倉町","第３区",NA,"上杉　けんたろう"," 3518"
"福島県第３区","福島県","矢祭町","第３区",NA,"上杉　けんたろう"," 1570"
"福島県第３区","福島県","塙町","第３区",NA,"上杉　けんたろう"," 2333"
"福島県第３区","福島県","鮫川村","第３区",NA,"上杉　けんたろう"," 1114"
"福島県第４区","福島県","いわき市","第４区","立憲民主党","斎藤　ゆうき","47363"
"福島県第４区","福島県","相馬市","第４区","立憲民主党","斎藤　ゆうき","6633"
"福島県第４区","福島県","南相馬市","第４区","立憲民主党","斎藤　ゆうき","12453"
"福島県第４区","福島県","広野町","第４区","立憲民主党","斎藤　ゆうき","889"
"福島県第４区","福島県","楢葉町","第４区","立憲民主党","斎藤　ゆうき","1148"
"福島県第４区","福島県","富岡町","第４区","立憲民主党","斎藤　ゆうき","2186"
"福島県第４区","福島県","川内村","第４区","立憲民主党","斎藤　ゆうき","449"
"福島県第４区","福島県","大熊町","第４区","立憲民主党","斎藤　ゆうき","1465"
"福島県第４区","福島県","双葉町","第４区","立憲民主党","斎藤　ゆうき","806"
"福島県第４区","福島県","浪江町","第４区","立憲民主党","斎藤　ゆうき","2589"
"福島県第４区","福島県","葛尾村","第４区","立憲民主党","斎藤　ゆうき","216"
"福島県第４区","福島県","新地町","第４区","立憲民主党","斎藤　ゆうき","1803"
"福島県第４区","福島県","飯舘村","第４区","立憲民主党","斎藤　ゆうき","708"
"福島県第４区","福島県","いわき市","第４区","日本共産党","くまがい　智","14240"
"福島県第４区","福島県","相馬市","第４区","日本共産党","くまがい　智","1260"
"福島県第４区","福島県","南相馬市","第４区","日本共産党","くまがい　智","2097"
"福島県第４区","福島県","広野町","第４区","日本共産党","くまがい　智","190"
"福島県第４区","福島県","楢葉町","第４区","日本共産党","くまがい　智","198"
"福島県第４区","福島県","富岡町","第４区","日本共産党","くまがい　智","303"
"福島県第４区","福島県","川内村","第４区","日本共産党","くまがい　智","82"
"福島県第４区","福島県","大熊町","第４区","日本共産党","くまがい　智","291"
"福島県第４区","福島県","双葉町","第４区","日本共産党","くまがい　智","119"
"福島県第４区","福島県","浪江町","第４区","日本共産党","くまがい　智","520"
"福島県第４区","福島県","葛尾村","第４区","日本共産党","くまがい　智","80"
"福島県第４区","福島県","新地町","第４区","日本共産党","くまがい　智","347"
"福島県第４区","福島県","飯舘村","第４区","日本共産党","くまがい　智","152"
"福島県第４区","福島県","いわき市","第４区","自由民主党","坂本　竜太郎","53650"
"福島県第４区","福島県","相馬市","第４区","自由民主党","坂本　竜太郎","6873"
"福島県第４区","福島県","南相馬市","第４区","自由民主党","坂本　竜太郎","11603"
"福島県第４区","福島県","広野町","第４区","自由民主党","坂本　竜太郎","1043"
"福島県第４区","福島県","楢葉町","第４区","自由民主党","坂本　竜太郎","1354"
"福島県第４区","福島県","富岡町","第４区","自由民主党","坂本　竜太郎","1994"
"福島県第４区","福島県","川内村","第４区","自由民主党","坂本　竜太郎","619"
"福島県第４区","福島県","大熊町","第４区","自由民主党","坂本　竜太郎","1819"
"福島県第４区","福島県","双葉町","第４区","自由民主党","坂本　竜太郎","1006"
"福島県第４区","福島県","浪江町","第４区","自由民主党","坂本　竜太郎","2797"
"福島県第４区","福島県","葛尾村","第４区","自由民主党","坂本　竜太郎","337"
"福島県第４区","福島県","新地町","第４区","自由民主党","坂本　竜太郎","1693"
"福島県第４区","福島県","飯舘村","第４区","自由民主党","坂本　竜太郎","963"
"茨城県第１区","茨城県","水戸市","第１区","自由民主党","田所　よしのり","35448"
"茨城県第１区","茨城県","笠間市","第１区","自由民主党","田所　よしのり","11074"
"茨城県第１区","茨城県","筑西市","第１区","自由民主党","田所　よしのり","19859"
"茨城県第１区","茨城県","桜川市","第１区","自由民主党","田所　よしのり","7738"
"茨城県第１区","茨城県","城里町","第１区","自由民主党","田所　よしのり","2841"
"茨城県第１区","茨城県","水戸市","第１区","日本維新の会","むとう　ゆう子","14378"
"茨城県第１区","茨城県","笠間市","第１区","日本維新の会","むとう　ゆう子","4080"
"茨城県第１区","茨城県","筑西市","第１区","日本維新の会","むとう　ゆう子","3086"
"茨城県第１区","茨城県","桜川市","第１区","日本維新の会","むとう　ゆう子","1321"
"茨城県第１区","茨城県","城里町","第１区","日本維新の会","むとう　ゆう子","754"
"茨城県第１区","茨城県","水戸市","第１区","日本共産党","高橋　誠一郎","8779"
"茨城県第１区","茨城県","笠間市","第１区","日本共産党","高橋　誠一郎","2468"
"茨城県第１区","茨城県","筑西市","第１区","日本共産党","高橋　誠一郎","2076"
"茨城県第１区","茨城県","桜川市","第１区","日本共産党","高橋　誠一郎","726"
"茨城県第１区","茨城県","城里町","第１区","日本共産党","高橋　誠一郎","516"
"茨城県第１区","茨城県","水戸市","第１区",NA,"福島　のぶゆき","49470"
"茨城県第１区","茨城県","笠間市","第１区",NA,"福島　のぶゆき","13640"
"茨城県第１区","茨城県","筑西市","第１区",NA,"福島　のぶゆき","18457"
"茨城県第１区","茨城県","桜川市","第１区",NA,"福島　のぶゆき"," 8605"
"茨城県第１区","茨城県","城里町","第１区",NA,"福島　のぶゆき"," 4071"
"茨城県第２区","茨城県","鹿嶋市","第２区","日本共産党","川井　ひろ子","4171"
"茨城県第２区","茨城県","潮来市","第２区","日本共産党","川井　ひろ子","1087"
"茨城県第２区","茨城県","神栖市","第２区","日本共産党","川井　ひろ子","4403"
"茨城県第２区","茨城県","行方市","第２区","日本共産党","川井　ひろ子","1234"
"茨城県第２区","茨城県","鉾田市","第２区","日本共産党","川井　ひろ子","2228"
"茨城県第２区","茨城県","小美玉市","第２区","日本共産党","川井　ひろ子","2133"
"茨城県第２区","茨城県","茨城町","第２区","日本共産党","川井　ひろ子","1532"
"茨城県第２区","茨城県","大洗町","第２区","日本共産党","川井　ひろ子","825"
"茨城県第２区","茨城県","鹿嶋市","第２区","日本維新の会","いまむら　敏昭","5440"
"茨城県第２区","茨城県","潮来市","第２区","日本維新の会","いまむら　敏昭","1935"
"茨城県第２区","茨城県","神栖市","第２区","日本維新の会","いまむら　敏昭","7109"
"茨城県第２区","茨城県","行方市","第２区","日本維新の会","いまむら　敏昭","1976"
"茨城県第２区","茨城県","鉾田市","第２区","日本維新の会","いまむら　敏昭","2448"
"茨城県第２区","茨城県","小美玉市","第２区","日本維新の会","いまむら　敏昭","3329"
"茨城県第２区","茨城県","茨城町","第２区","日本維新の会","いまむら　敏昭","1298"
"茨城県第２区","茨城県","大洗町","第２区","日本維新の会","いまむら　敏昭","1042"
"茨城県第２区","茨城県","鹿嶋市","第２区","自由民主党","ぬかが　福志郎","13576"
"茨城県第２区","茨城県","潮来市","第２区","自由民主党","ぬかが　福志郎","7494"
"茨城県第２区","茨城県","神栖市","第２区","自由民主党","ぬかが　福志郎","18034"
"茨城県第２区","茨城県","行方市","第２区","自由民主党","ぬかが　福志郎","9160"
"茨城県第２区","茨城県","鉾田市","第２区","自由民主党","ぬかが　福志郎","10252"
"茨城県第２区","茨城県","小美玉市","第２区","自由民主党","ぬかが　福志郎","11549"
"茨城県第２区","茨城県","茨城町","第２区","自由民主党","ぬかが　福志郎","7195"
"茨城県第２区","茨城県","大洗町","第２区","自由民主党","ぬかが　福志郎","3615"
"茨城県第２区","茨城県","鹿嶋市","第２区",NA,"大高　伸一","2071"
"茨城県第２区","茨城県","潮来市","第２区",NA,"大高　伸一"," 770"
"茨城県第２区","茨城県","神栖市","第２区",NA,"大高　伸一","3305"
"茨城県第２区","茨城県","行方市","第２区",NA,"大高　伸一","1202"
"茨城県第２区","茨城県","鉾田市","第２区",NA,"大高　伸一","1943"
"茨城県第２区","茨城県","小美玉市","第２区",NA,"大高　伸一","1940"
"茨城県第２区","茨城県","茨城町","第２区",NA,"大高　伸一","2022"
"茨城県第２区","茨城県","大洗町","第２区",NA,"大高　伸一"," 649"
"茨城県第３区","茨城県","龍ケ崎市","第３区","立憲民主党","かじおか　博樹","10394"
"茨城県第３区","茨城県","取手市","第３区","立憲民主党","かじおか　博樹","14949"
"茨城県第３区","茨城県","牛久市","第３区","立憲民主党","かじおか　博樹","12935"
"茨城県第３区","茨城県","守谷市","第３区","立憲民主党","かじおか　博樹","10340"
"茨城県第３区","茨城県","稲敷市","第３区","立憲民主党","かじおか　博樹","3704"
"茨城県第３区","茨城県","美浦村","第３区","立憲民主党","かじおか　博樹","1635"
"茨城県第３区","茨城県","阿見町","第３区","立憲民主党","かじおか　博樹","5949"
"茨城県第３区","茨城県","河内町","第３区","立憲民主党","かじおか　博樹","950"
"茨城県第３区","茨城県","利根町","第３区","立憲民主党","かじおか　博樹","2417"
"茨城県第３区","茨城県","龍ケ崎市","第３区","れいわ新選組","加川　ゆうみ","2447"
"茨城県第３区","茨城県","取手市","第３区","れいわ新選組","加川　ゆうみ","3187"
"茨城県第３区","茨城県","牛久市","第３区","れいわ新選組","加川　ゆうみ","2863"
"茨城県第３区","茨城県","守谷市","第３区","れいわ新選組","加川　ゆうみ","2358"
"茨城県第３区","茨城県","稲敷市","第３区","れいわ新選組","加川　ゆうみ","1108"
"茨城県第３区","茨城県","美浦村","第３区","れいわ新選組","加川　ゆうみ","479"
"茨城県第３区","茨城県","阿見町","第３区","れいわ新選組","加川　ゆうみ","1657"
"茨城県第３区","茨城県","河内町","第３区","れいわ新選組","加川　ゆうみ","208"
"茨城県第３区","茨城県","利根町","第３区","れいわ新選組","加川　ゆうみ","476"
"茨城県第３区","茨城県","龍ケ崎市","第３区","自由民主党","はなし　康弘","12410"
"茨城県第３区","茨城県","取手市","第３区","自由民主党","はなし　康弘","18691"
